"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"City of Salisbury","Councils & Libraries","Salisbury","5108","SA","PO Box 8, City of Salisbury","(08) 8406 8222","","https://www.salisbury.sa.gov.au","https://www.salisbury.sa.gov.au/contact-us","council;local government;northern suburbs;community","Medium","https://www.salisbury.sa.gov.au","2026-03-10","SA council serving northern metropolitan suburbs","","","","true","missing"
"City of Tea Tree Gully","Councils & Libraries","Modbury","5092","SA","571 Montague Rd, City of Tea Tree Gully","(08) 8397 7488","","https://www.teatreegully.sa.gov.au","https://www.teatreegully.sa.gov.au/contact-us","council;local government;community;northeastern suburbs","Medium","https://www.teatreegully.sa.gov.au","2026-03-10","Northeastern Adelaide metropolitan council","","","","true","missing"
"City of Onkaparinga","Councils & Libraries","Noarlunga Centre","5168","SA","Ramsay Pl, City of Onkaparinga","(08) 8384 0666","","https://www.onkaparinga.sa.gov.au","https://www.onkaparinga.sa.gov.au/contact-us","council;local government;southern suburbs;community","Medium","https://www.onkaparinga.sa.gov.au","2026-03-10","Southern metropolitan Adelaide council","","","","true","missing"
"City of Marion","Councils & Libraries","Oaklands Park","5046","SA","245 Sturt Rd, City of Marion","(08) 8375 6600","","https://www.marion.sa.gov.au","https://www.marion.sa.gov.au/contact-us","council;local government;southern Adelaide;community","Medium","https://www.marion.sa.gov.au","2026-03-10","Southern Adelaide metropolitan council","","","","true","missing"
"City of Charles Sturt","Councils & Libraries","Woodville","5011","SA","72 Woodville Rd, City of Charles Sturt","(08) 8408 1111","","https://www.charlessturt.sa.gov.au","https://www.charlessturt.sa.gov.au/contact-us","council;local government;western suburbs;community","Medium","https://www.charlessturt.sa.gov.au","2026-03-10","Western metropolitan Adelaide council","","","","true","missing"
"City of Burnside","Councils & Libraries","Glenside","5065","SA","401 Greenhill Rd, City of Burnside","(08) 8366 4200","","https://www.burnside.sa.gov.au","https://www.burnside.sa.gov.au/contact-us","council;local government;eastern suburbs;community","Medium","https://www.burnside.sa.gov.au","2026-03-10","Eastern Adelaide metropolitan council","","","","true","missing"
"City of Port Adelaide Enfield","Councils & Libraries","Port Adelaide","5015","SA","163 St Vincent St, City of Port Adelaide Enfield","(08) 8405 6600","","https://www.portenf.sa.gov.au","https://www.portenf.sa.gov.au/contact-us","council;local government;northern suburbs;community","Medium","https://www.portenf.sa.gov.au","2026-03-10","Northern Adelaide metropolitan council","","","","true","missing"
"City of Mitcham","Councils & Libraries","Mitcham","5062","SA","131 Belair Rd, City of Mitcham","(08) 8372 8888","","https://www.mitcham.sa.gov.au","https://www.mitcham.sa.gov.au/contact","council;local government;southern suburbs;community","Medium","https://www.mitcham.sa.gov.au","2026-03-10","Southern Adelaide council","","","","true","missing"
"City of Unley","Councils & Libraries","Unley","5061","SA","181 Unley Rd, City of Unley","(08) 8372 5111","","https://www.unley.sa.gov.au","https://www.unley.sa.gov.au/contact-us","council;local government;inner south;community","Medium","https://www.unley.sa.gov.au","2026-03-10","Inner southern Adelaide council","","","","true","missing"
"Northern Area Community Services (NACS)","Community Centres & Neighbourhood Houses","Elizabeth","5112","SA","5 Childress Rd, City of Playford","(08) 8255 6960","nacs@nacs.org.au","https://www.nacs.org.au","https://www.nacs.org.au/contact/","community;northern suburbs;family;support;youth","High","https://www.nacs.org.au","2026-03-10","Community services for northern Adelaide","","","","true","valid"
"Adelaide Hills Community Services","Community Centres & Neighbourhood Houses","Mount Barker","5251","SA","21 Walker St, Mount Barker District Council","(08) 8391 1008","admin@ahcs.org.au","https://www.ahcs.org.au","https://www.ahcs.org.au/contact/","community;hills;family;support;rural","High","https://www.ahcs.org.au","2026-03-10","Community services in the Adelaide Hills","","","","true","valid"
"Salisbury Community Health","Community Centres & Neighbourhood Houses","Salisbury","5108","SA","14 Elizabeth St, City of Salisbury","(08) 8182 9600","","https://www.centraladelaidelhn.sa.gov.au","","community health;northern suburbs;family;wellbeing","High","https://www.centraladelaidelhn.sa.gov.au","2026-03-10","Community health centre in Salisbury","","","","true","missing"
"Semaphore Community Centre","Community Centres & Neighbourhood Houses","Semaphore","5019","SA","27 Semaphore Rd, City of Port Adelaide Enfield","(08) 8449 3810","","https://www.semaphorecc.org.au","","community;neighbourhood house;family;programs;coastal","High","https://www.semaphorecc.org.au","2026-03-10","Neighbourhood community centre in Semaphore","","","","true","missing"
"Thebarton Community Centre","Community Centres & Neighbourhood Houses","Thebarton","5031","SA","29 South Rd, City of West Torrens","(08) 8352 4446","","https://www.thebartoncc.org.au","","community;neighbourhood;western suburbs;events;programs","High","https://www.thebartoncc.org.au","2026-03-10","Neighbourhood house in western Adelaide","","","","true","missing"
"Noarlunga Community Centre","Community Centres & Neighbourhood Houses","Noarlunga Centre","5168","SA","Ramsay Pl, City of Onkaparinga","(08) 8384 0200","","https://www.onkaparinga.sa.gov.au","","community;neighbourhood;southern Adelaide;programs;family","High","https://www.onkaparinga.sa.gov.au","2026-03-10","Community centre in southern Adelaide","","","","true","missing"
"Elizabeth Grove Community Centre","Community Centres & Neighbourhood Houses","Elizabeth Grove","5112","SA","7 Paringa Ave, City of Playford","(08) 8255 0551","","https://www.cityofplayford.sa.gov.au","","community;northern suburbs;family;programs;neighbourhood","High","https://www.cityofplayford.sa.gov.au","2026-03-10","Community centre in Elizabeth area","","","","true","missing"
"Gilles Plains Community Centre","Community Centres & Neighbourhood Houses","Gilles Plains","5086","SA","4 Montague Rd, City of Port Adelaide Enfield","(08) 8261 5677","","https://www.portenf.sa.gov.au","","community;neighbourhood;suburban;programs;family","High","https://www.portenf.sa.gov.au","2026-03-10","Community centre in northeastern suburbs","","","","true","missing"
"Holden Hill Community Centre","Community Centres & Neighbourhood Houses","Holden Hill","5088","SA","580 North East Rd, City of Tea Tree Gully","(08) 8266 7244","","https://www.teatreegully.sa.gov.au","","community;neighbourhood;suburban;programs;family","High","https://www.teatreegully.sa.gov.au","2026-03-10","Community centre in Tea Tree Gully area","","","","true","missing"
"Henley Beach Community Centre","Community Centres & Neighbourhood Houses","Henley Beach","5022","SA","2 Seaview Rd, City of Charles Sturt","(08) 8235 8100","","https://www.charlessturt.sa.gov.au","","community;neighbourhood;coastal;family;programs","High","https://www.charlessturt.sa.gov.au","2026-03-10","Community centre near Henley Beach","","","","true","missing"
"YMCA South Australia","Sport, Recreation & Inclusion Programs","Adelaide","5000","SA","136 Greenhill Rd, City of Adelaide","(08) 8232 4177","","https://www.ymcasa.org.au","https://www.ymcasa.org.au/contact/","youth;sport;recreation;inclusion;community","High","https://www.ymcasa.org.au","2026-03-10","YMCA programs across SA","","","","true","missing"
"PCYC South Australia","Sport, Recreation & Inclusion Programs","Adelaide","5000","SA","14 Hindmarsh Square, City of Adelaide","(08) 8232 5900","","https://www.pcycsa.com.au","","youth;sport;recreation;community;programs","High","https://www.pcycsa.com.au","2026-03-10","Police Citizens Youth Clubs SA","","","","true","missing"
"Inclusive Sport SA","Sport, Recreation & Inclusion Programs","Mile End","5031","SA","C/- Athletics SA - Athletics House, City of West Torrens","(08) 8231 2661","inclusivesport@sportssa.com.au","https://www.sportssa.com.au/inclusive-sport","","sport;inclusion;disability;recreation;programs","High","https://www.sportssa.com.au","2026-03-10","Inclusive sport programs for people with disability","","","","true","valid"
"Bocce SA / Sporting Wheelies (SA)","Sport, Recreation & Inclusion Programs","Norwood","5067","SA","12 Orange Ave, City of Norwood Payneham and St Peters","(08) 8364 0555","","https://www.sportingwheelies.org.au","","disability;sport;wheelchair;inclusion;recreation","High","https://www.sportingwheelies.org.au","2026-03-10","Sport for people with physical disability","","","","true","missing"
"Special Olympics SA","Sport, Recreation & Inclusion Programs","Torrensville","5031","SA","Athletics House 25 Fricker Rd, City of West Torrens","(08) 8234 0466","info@specialolympicssa.org.au","https://www.specialolympicssa.org.au","","sport;inclusion;intellectual disability;community;recreation","High","https://www.specialolympicssa.org.au","2026-03-10","Sport for people with intellectual disability","","","","true","valid"
"Northern Adelaide Local Health Network (NALHN)","Health Services & Primary Health Networks","Modbury","5092","SA","Smart Road, City of Tea Tree Gully","(08) 8182 9000","","https://www.nalhn.sa.gov.au","https://www.nalhn.sa.gov.au/contact-us","health;northern suburbs;community health;primary health","High","https://www.nalhn.sa.gov.au","2026-03-10","Health network serving northern Adelaide","","","","true","missing"
"Southern Adelaide Local Health Network (SALHN)","Health Services & Primary Health Networks","Bedford Park","5042","SA","Flinders Dr, City of Marion","(08) 8204 5000","","https://www.salhn.sa.gov.au","https://www.salhn.sa.gov.au/contact-us","health;southern suburbs;community health;primary health","High","https://www.salhn.sa.gov.au","2026-03-10","Health network serving southern Adelaide","","","","true","missing"
"Central Adelaide Local Health Network (CALHN)","Health Services & Primary Health Networks","Adelaide","5000","SA","Royal Adelaide Hospital North Tce, City of Adelaide","(08) 7074 0000","","https://www.calhn.sa.gov.au","https://www.calhn.sa.gov.au/contact-us","health;Adelaide CBD;community health;primary health","High","https://www.calhn.sa.gov.au","2026-03-10","Central Adelaide health network","","","","true","missing"
"Adelaide PHN","Health Services & Primary Health Networks","Adelaide","5000","SA","44 Pirie St, City of Adelaide","(08) 8219 5900","admin@adelaidephn.com.au","https://www.adelaidephn.com.au","https://www.adelaidephn.com.au/contact-us/","primary health;PHN;community health;GP;mental health","High","https://www.adelaidephn.com.au","2026-03-10","Adelaide Primary Health Network","","","","true","valid"
"Country SA PHN","Health Services & Primary Health Networks","Port Augusta","5700","SA","17 Jervois St, City of Port Augusta","(08) 8648 5800","info@countrysaphn.com.au","https://www.countrysaphn.com.au","https://www.countrysaphn.com.au/contact/","primary health;rural;community;SA;regional","High","https://www.countrysaphn.com.au","2026-03-10","Primary health network for country SA","","","","true","valid"
"Flinders and Upper North PHN","Health Services & Primary Health Networks","Port Augusta","5700","SA","17 Jervois St, City of Port Augusta","(08) 8648 5800","","https://www.countrysaphn.com.au","","primary health;rural;remote;community;SA","High","https://www.countrysaphn.com.au","2026-03-10","Part of Country SA PHN network","","","","true","missing"
"Headspace Adelaide","Health Services & Primary Health Networks","Adelaide","5000","SA","52 Pulteney St, City of Adelaide","(08) 8232 2423","","https://www.headspace.org.au/headspace-centres/adelaide/","https://www.headspace.org.au/headspace-centres/adelaide/get-support/","mental health;youth;young people;community;wellbeing","High","https://headspace.org.au","2026-03-10","Youth mental health service in Adelaide","","","","true","missing"
"Baptistcare SA (Baptist Care SA)","Faith-Based Community Organisations","Plympton","5038","SA","28 Coglin St, City of West Torrens","(08) 8275 6222","admin@baptistcaresa.org.au","https://www.baptistcaresa.org.au","","faith;community;family;disability;aged care","High","https://www.baptistcaresa.org.au","2026-03-10","Baptist community services in SA","","","","true","valid"
"Salvation Army SA","Faith-Based Community Organisations","Adelaide","5000","SA","215 Pirie St, City of Adelaide","(08) 8112 9500","","https://www.salvationarmy.org.au/find-us/south-australia/","","faith;community;family;support;emergency relief","High","https://www.salvationarmy.org.au","2026-03-10","Faith-based community support services","","","","true","missing"
"St Vincent de Paul Society SA","Faith-Based Community Organisations","Mile End","5031","SA","416 Sir Donald Bradman Dr, City of West Torrens","(08) 8159 1600","svdpsa@svdpsa.org.au","https://www.svdpsa.org.au","","faith;community;family;emergency relief;disability","High","https://www.svdpsa.org.au","2026-03-10","Catholic charitable organisation in SA","","","","true","valid"
"Anglicare SA (Formerly)","Faith-Based Community Organisations","Adelaide","5000","SA","19 King William Rd, City of Adelaide","(08) 8305 9200","","https://www.anglicaresa.com.au","","faith;Anglican;community;family;disability","High","https://www.anglicaresa.com.au","2026-03-10","Anglican community services (now AnglicareSA)","","","","true","missing"
"Lutheran Care","Faith-Based Community Organisations","North Adelaide","5006","SA","196 Archer St, City of Adelaide","(08) 8269 9333","info@lutherancare.org.au","https://www.lutherancare.org.au","https://www.lutherancare.org.au/contact-us/","faith;Lutheran;community;family;support","High","https://www.lutherancare.org.au","2026-03-10","Lutheran community services in SA","","","","true","valid"
"Ozcare SA","Faith-Based Community Organisations","Adelaide","5000","SA","17 King William Rd, City of Adelaide","(08) 8113 7155","","https://www.ozcare.org.au","","faith;community;aged care;disability;support","Medium","https://www.ozcare.org.au","2026-03-10","Community care across SA","","","","true","missing"
"Parent/Carer Support SA (Carers SA)","Parent/Carer Support Organisations","Hindmarsh","5007","SA","1st Floor/9 Port Rd, City of Charles Sturt","(08) 8291 5600","carers@carers-sa.com.au","https://www.carers-sa.com.au","https://www.carers-sa.com.au/contact/","carers;family;support;disability;parent","High","https://www.carers-sa.com.au","2026-03-10","Peak carer support organisation in SA","","","","true","valid"
"Down Syndrome SA","Parent/Carer Support Organisations","Parkside","5063","SA","1/234 Glen Osmond Rd, City of Burnside","(08) 8379 6711","info@downsyndromes.com.au","https://www.downsyndromes.com.au","https://www.downsyndromes.com.au/contact/","disability;Down syndrome;family;parent;support","High","https://www.downsyndromes.com.au","2026-03-10","Support for families of people with Down syndrome in SA","","","","true","valid"
"Epilepsy Action Australia (SA)","Parent/Carer Support Organisations","Norwood","5067","SA","12A Norwood Pde, City of Norwood Payneham and St Peters","(08) 8362 6677","epilepsysa@epilepsy.org.au","https://www.epilepsy.org.au","","disability;epilepsy;family;parent;support","High","https://www.epilepsy.org.au","2026-03-10","Epilepsy support for SA families","","","","true","valid"
"COTA SA (Council on the Ageing SA)","Parent/Carer Support Organisations","Hindmarsh","5007","SA","3/170 Greenhill Rd, City of Charles Sturt","(08) 8232 0422","cota@cotasa.org.au","https://www.cotasa.org.au","https://www.cotasa.org.au/contact/","ageing;carers;seniors;community;advocacy","Medium","https://www.cotasa.org.au","2026-03-10","Aged advocacy with relevance for older carers","","","","true","valid"
"SA Parent Easy Guides (Child and Youth Health)","Parent/Carer Support Organisations","Adelaide","5000","SA","295 South Tce, City of Adelaide","(08) 8161 6900","","https://www.cyh.com","","parenting;family;child health;resources;SA","High","https://www.cyh.com","2026-03-10","Parenting information service for SA families","","","","true","missing"
"Young Carers SA","Parent/Carer Support Organisations","Hindmarsh","5007","SA","1st Floor/9 Port Rd, City of Charles Sturt","(08) 8291 5600","","https://www.youngcarers.net.au","","young carers;family;support;parent;carer","High","https://www.youngcarers.net.au","2026-03-10","Support for young carers in SA","","","","true","missing"
"Youth Services SA (SA Government)","Youth Services","Adelaide","5000","SA","11 Hindmarsh Square, City of Adelaide","(08) 8124 4600","","https://www.dcsi.sa.gov.au","","youth;government;services;community;SA","High","https://www.dcsi.sa.gov.au","2026-03-10","SA Government youth services","","","","true","missing"
"Streetlink SA","Youth Services","Adelaide","5000","SA","35 King William St, City of Adelaide","(08) 8231 9883","","https://www.streetlinksa.org.au","","youth;homelessness;support;community;outreach","High","https://www.streetlinksa.org.au","2026-03-10","Youth support and homelessness services","","","","true","missing"
"Youth Affairs Council SA (YACi SA)","Youth Services","Adelaide","5000","SA","Hugo Flaus House 2 Milner St, City of Adelaide","(08) 8232 3236","admin@yacsa.com.au","https://www.yacsa.com.au","https://www.yacsa.com.au/contact/","youth;advocacy;community;young people;SA","High","https://www.yacsa.com.au","2026-03-10","Peak youth advocacy body in SA","","","","true","valid"
"Hutt St Centre","Youth Services","Adelaide","5000","SA","260 Hutt St, City of Adelaide","(08) 8418 0520","","https://www.huttstcentre.org.au","https://www.huttstcentre.org.au/contact/","youth;homelessness;community;support;outreach","High","https://www.huttstcentre.org.au","2026-03-10","Support for people experiencing homelessness in Adelaide","","","","true","missing"
"Open Door Youth Services","Youth Services","St Marys","5042","SA","95 Chandlers Hill Rd, City of Marion","(08) 8277 8811","","https://www.opendooryouthservices.org.au","","youth;community;support;southern suburbs;programs","High","https://www.opendooryouthservices.org.au","2026-03-10","Youth services in southern Adelaide","","","","true","missing"
"Whyalla Youth Services","Youth Services","Whyalla","5600","SA","4 Meldrum Ave, City of Whyalla","(08) 8645 1311","","https://www.whyalla.sa.gov.au","","youth;regional;community;support;SA","High","https://www.whyalla.sa.gov.au","2026-03-10","Youth services in Whyalla","","","","true","missing"
"Highbury/Dernancourt Community Centre","Community Centres & Neighbourhood Houses","Highbury","5089","SA","Cnr Montacute Rd and Lemon Grove Rd, City of Tea Tree Gully","(08) 8395 9200","","https://www.teatreegully.sa.gov.au","","community;neighbourhood;programs;family;suburban","High","https://www.teatreegully.sa.gov.au","2026-03-10","Suburban community centre east of Adelaide","","","","true","missing"
"Minda Inc","Disability & NDIS Services","Brighton","5048","SA","Tarlton Cres, City of Holdfast Bay","(08) 8422 6200","info@minda.com.au","https://www.minda.com.au","https://www.minda.com.au/contact-us/","disability;NDIS;accommodation;support;community","High","https://www.minda.com.au","2026-03-10","Disability services including accommodation and support","","","","true","valid"
