"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"Salvation Army Tasmania (Launceston)","Faith-Based Community Organisations","Launceston","7250","TAS","75 Balfour Street, Launceston TAS 7250","Launceston","(03) 6332 3501","","https://www.salvationarmy.org.au","","faith-based,community-support,family","Community welfare and family services in northern Tasmania.","https://www.salvationarmy.org.au","2026-03-10","","","","true","missing"
"City Mission Tasmania","NGOs/Charities (family"," disability"," mental health)","TAS","7000, TAS, 22 Barrack Street, Hobart TAS 7000","Hobart","(03) 6215 4200","admin@citymission.org.au","https://www.citymission.org.au","https://www.citymission.org.au/contact/","community-services,youth,family","Community organisation with youth and family programs relevant for outreach.","https://www.citymission.org.au","2026-03-10","","","","true","valid"
"Relationships Australia Tasmania","Parent/Carer Support Organisations","Hobart","7000","TAS","67 Davey Street, Hobart TAS 7000","Hobart","1300 364 277","","https://www.tas.relationships.org.au","https://www.tas.relationships.org.au/contact/","family-support,counselling,relationships","Family relationship support services with parenting programs and workshops.","https://www.tas.relationships.org.au","2026-03-10","","","","true","missing"
"Relationships Australia Tasmania (Launceston)","Parent/Carer Support Organisations","Launceston","7250","TAS","9 Paterson Street, Launceston TAS 7250","Launceston","1300 364 277","","https://www.tas.relationships.org.au","","family-support,counselling,parenting","Northern Tasmania family relationship and parenting services.","https://www.tas.relationships.org.au","2026-03-10","","","","true","missing"
"Child Health and Parenting Service (CHaPS)","Early Childhood & Family Services","Hobart","7000","TAS","Level 3 25 Argyle Street, Hobart TAS 7000","Hobart","1800 244 244","","https://www.health.tas.gov.au/health-topics/child-and-youth-health","","early-childhood,parenting,child-health","Government child health service with direct access to families of young children.","https://www.health.tas.gov.au","2026-03-10","","","","true","missing"
"Lady Gowrie Tasmania","Early Childhood & Family Services","Hobart","7000","TAS","45 Lochner Street, West Hobart TAS 7000","Hobart","(03) 6230 6824","admin@gowrie-tas.com.au","https://www.gowrie-tas.com.au","https://www.gowrie-tas.com.au/contact/","early-childhood,childcare,family","Early childhood education provider with family engagement and inclusion programs.","https://www.gowrie-tas.com.au","2026-03-10","","","","true","valid"
"Hobart City Council","Councils & Libraries","Hobart","7000","TAS","Town Hall 50 Macquarie Street, Hobart TAS 7000","Hobart","(03) 6238 2711","coh@hobartcity.com.au","https://www.hobartcity.com.au","","council,local-government,community","Local government with community development programs and library services.","https://www.hobartcity.com.au","2026-03-10","","","","true","valid"
"City of Launceston","Councils & Libraries","Launceston","7250","TAS","Town Hall 18 St John Street, Launceston TAS 7250","Launceston","(03) 6323 3000","","https://www.launceston.tas.gov.au","","council,local-government,community","Northern Tasmania council with community services and library network.","https://www.launceston.tas.gov.au","2026-03-10","","","","true","missing"
"Devonport City Council","Councils & Libraries","Devonport","7310","TAS","17 Fenton Way, Devonport TAS 7310","Devonport","(03) 6424 0511","council@devonport.tas.gov.au","https://www.devonport.tas.gov.au","","council,local-government,community","North-west council with community development and library services.","https://www.devonport.tas.gov.au","2026-03-10","","","","true","valid"
"Burnie City Council","Councils & Libraries","Burnie","7320","TAS","80 Wilson Street, Burnie TAS 7320","Burnie","(03) 6430 5700","council@burnie.tas.gov.au","https://www.burnie.tas.gov.au","","council,local-government,community","North-west council with family and community services.","https://www.burnie.tas.gov.au","2026-03-10","","","","true","valid"
"Glenorchy City Council","Councils & Libraries","Glenorchy","7010","TAS","374 Main Road, Glenorchy TAS 7010","Glenorchy","(03) 6216 6800","gccmail@gcc.tas.gov.au","https://www.gcc.tas.gov.au","","council,local-government,community","Major Hobart municipality with diverse community services and library programs.","https://www.gcc.tas.gov.au","2026-03-10","","","","true","valid"
"Clarence City Council","Councils & Libraries","Rosny Park","7018","TAS","38 Bligh Street, Rosny Park TAS 7018","Clarence","(03) 6217 9500","clarence@ccc.tas.gov.au","https://www.ccc.tas.gov.au","","council,local-government,community","Eastern shore council with family-focused community programs and libraries.","https://www.ccc.tas.gov.au","2026-03-10","","","","true","valid"
"Kingborough Council","Councils & Libraries","Kingston","7050","TAS","15 Channel Highway, Kingston TAS 7050","Kingborough","(03) 6211 8200","kc@kingborough.tas.gov.au","https://www.kingborough.tas.gov.au","","council,local-government,community","Southern Tasmania council with growing community and library services.","https://www.kingborough.tas.gov.au","2026-03-10","","","","true","valid"
"Libraries Tasmania (Hobart)","Councils & Libraries","Hobart","7000","TAS","91 Murray Street, Hobart TAS 7000","Hobart","(03) 6165 5597","","https://libraries.tas.gov.au","","library,community,education","State library service hub for community information distribution and workshop promotion.","https://libraries.tas.gov.au","2026-03-10","","","","true","missing"
"Libraries Tasmania (Launceston)","Councils & Libraries","Launceston","7250","TAS","71 Civic Square, Launceston TAS 7250","Launceston","(03) 6165 5580","","https://libraries.tas.gov.au","","library,community,education","Northern Tasmania library for community information sharing and event promotion.","https://libraries.tas.gov.au","2026-03-10","","","","true","missing"
"Libraries Tasmania (Devonport)","Councils & Libraries","Devonport","7310","TAS","21 Oldaker Street, Devonport TAS 7310","Devonport","(03) 6165 5490","","https://libraries.tas.gov.au","","library,community,education","North-west library branch for workshop promotion reach.","https://libraries.tas.gov.au","2026-03-10","","","","true","missing"
"Libraries Tasmania (Burnie)","Councils & Libraries","Burnie","7320","TAS","6 Alexander Street, Burnie TAS 7320","Burnie","(03) 6165 5360","","https://libraries.tas.gov.au","","library,community,education","Burnie library branch for regional outreach.","https://libraries.tas.gov.au","2026-03-10","","","","true","missing"
"Tasmanian Aboriginal Centre (Hobart)","Aboriginal & Torres Strait Islander Services","Hobart","7000","TAS","198 Elizabeth Street, Hobart TAS 7000","Hobart","(03) 6234 0700","","https://tacinc.com.au","","aboriginal,indigenous,health,community","Peak Aboriginal organisation in Tasmania with health and community programs.","https://tacinc.com.au","2026-03-10","","","","true","missing"
"Tasmanian Aboriginal Centre (Launceston)","Aboriginal & Torres Strait Islander Services","Launceston","7250","TAS","182 Charles Street, Launceston TAS 7250","Launceston","(03) 6332 3800","","https://tacinc.com.au","","aboriginal,indigenous,health,community","Northern Tasmania Aboriginal community services and health programs.","https://tacinc.com.au","2026-03-10","","","","true","missing"
"Migrant Resource Centre Southern Tasmania","Multicultural & Settlement Services","Hobart","7000","TAS","67 Liverpool Street, Hobart TAS 7000","Hobart","(03) 6221 0999","admin@mrctas.org.au","https://www.mrctas.org.au","https://www.mrctas.org.au/contact/","multicultural,settlement,refugees,cald","Settlement and multicultural support services reaching CALD families in southern Tasmania.","https://www.mrctas.org.au","2026-03-10","","","","true","valid"
"Migrant Resource Centre Northern Tasmania","Multicultural & Settlement Services","Launceston","7250","TAS","59 Cameron Street, Launceston TAS 7250","Launceston","(03) 6332 5560","admin@mrcnortherntas.org.au","https://www.mrcnortherntas.org.au","","multicultural,settlement,refugees,cald","Multicultural support in northern Tasmania reaching new migrant and refugee families.","https://www.mrcnortherntas.org.au","2026-03-10","","","","true","valid"
"Multicultural Council of Tasmania","Multicultural & Settlement Services","Hobart","7000","TAS","Level 1 175 Collins Street, Hobart TAS 7000","Hobart","(03) 6285 9907","admin@mcot.org.au","https://www.mcot.org.au","","multicultural,advocacy,community","Peak multicultural body for reaching culturally diverse communities across Tasmania.","https://www.mcot.org.au","2026-03-10","","","","true","valid"
"Neighbourhood Houses Tasmania","Community Centres & Neighbourhood Houses","Hobart","7000","TAS","Level 3 131 Liverpool Street, Hobart TAS 7000","Hobart","(03) 6228 7844","admin@nht.org.au","https://www.nht.org.au","https://www.nht.org.au/contact/","neighbourhood-houses,community,network","Peak body coordinating 35+ neighbourhood houses across Tasmania for community outreach.","https://www.nht.org.au","2026-03-10","","","","true","valid"
"Glenorchy Neighbourhood House","Community Centres & Neighbourhood Houses","Glenorchy","7010","TAS","2 Terry Street, Glenorchy TAS 7010","Glenorchy","(03) 6272 2560","","https://www.gnh.org.au","","neighbourhood-house,community,programs","Active neighbourhood house in high-need area with family programs.","https://www.gnh.org.au","2026-03-10","","","","true","missing"
"Clarendon Vale Neighbourhood Centre","Community Centres & Neighbourhood Houses","Clarendon Vale","7019","TAS","5 Doyle Avenue, Clarendon Vale TAS 7019","Clarence","(03) 6247 8509","","https://www.cvnc.org.au","","neighbourhood-house,community,family","Community centre serving Clarence Plains and Clarendon Vale families.","https://www.cvnc.org.au","2026-03-10","","","","true","missing"
"Ravenswood Neighbourhood House","Community Centres & Neighbourhood Houses","Ravenswood","7250","TAS","21 Bain Terrace, Ravenswood TAS 7250","Launceston","(03) 6339 2575","","https://www.ravenswoodnh.org.au","","neighbourhood-house,community,family","Neighbourhood house serving northern suburbs of Launceston.","https://www.ravenswoodnh.org.au","2026-03-10","","","","true","missing"
"Warrane Mornington Neighbourhood Centre","Community Centres & Neighbourhood Houses","Warrane","7018","TAS","45 Cambridge Road, Warrane TAS 7018","Clarence","(03) 6244 5344","","https://www.wmnc.org.au","","neighbourhood-house,community,family","Eastern shore community centre with family programs and activities.","https://www.wmnc.org.au","2026-03-10","","","","true","missing"
"Bridgewater Community Centre","Community Centres & Neighbourhood Houses","Bridgewater","7030","TAS","Green Point Road, Bridgewater TAS 7030","Brighton","(03) 6263 2038","","https://www.bridgewatercc.org.au","","neighbourhood-house,community,family","Community centre in Brighton municipality serving families in the Jordan River area.","https://www.bridgewatercc.org.au","2026-03-10","","","","true","missing"
"Primary Health Tasmania","Health Services & Primary Health Networks","Hobart","7000","TAS","Level 2 GPO Building 1 Elizabeth Street, Hobart TAS 7000","Hobart","(03) 6213 8200","enquiries@primaryhealthtas.com.au","https://www.primaryhealthtas.com.au","https://www.primaryhealthtas.com.au/contact/","phn,health,mental-health,primary-care","Primary Health Network with reach into GP clinics and health services statewide.","https://www.primaryhealthtas.com.au","2026-03-10","","","","true","valid"
"Royal Hobart Hospital Community Health","Health Services & Primary Health Networks","Hobart","7000","TAS","48 Liverpool Street, Hobart TAS 7000","Hobart","(03) 6166 8308","","https://www.health.tas.gov.au","","hospital,community-health,referral","Major public hospital with community health and allied health referral pathways.","https://www.health.tas.gov.au","2026-03-10","","","","true","missing"
"Launceston General Hospital Community Health","Health Services & Primary Health Networks","Launceston","7250","TAS","274 Charles Street, Launceston TAS 7250","Launceston","(03) 6777 6777","","https://www.health.tas.gov.au","","hospital,community-health,referral","Northern Tasmania hospital with community and allied health services.","https://www.health.tas.gov.au","2026-03-10","","","","true","missing"
"PCYC Tasmania (Hobart)","Youth Services","Glenorchy","7010","TAS","4 Anfield Street, Glenorchy TAS 7010","Glenorchy","(03) 6272 4994","","https://www.pcyctas.org","","youth,recreation,community","Youth-focused community programs reaching families through sport and recreation.","https://www.pcyctas.org","2026-03-10","","","","true","missing"
"PCYC Tasmania (Launceston)","Youth Services","Launceston","7250","TAS","2 Racecourse Crescent, Launceston TAS 7250","Launceston","(03) 6344 7722","","https://www.pcyctas.org","","youth,recreation,community","Northern PCYC with youth and family programs.","https://www.pcyctas.org","2026-03-10","","","","true","missing"
"YMCA Tasmania","Youth Services","Hobart","7000","TAS","1 Kirksway Place, Hobart TAS 7000","Hobart","(03) 6231 3398","","https://www.ymcatas.org.au","","youth,recreation,inclusion","Youth and community recreation programs with potential for inclusive programming.","https://www.ymcatas.org.au","2026-03-10","","","","true","missing"
"Youth Network of Tasmania","Youth Services","Hobart","7000","TAS","Level 1 93 Barrack Street, Hobart TAS 7000","Hobart","(03) 6223 5511","admin@ynot.org.au","https://www.ynot.org.au","https://www.ynot.org.au/contact/","youth,advocacy,network","Peak youth body in Tasmania with sector-wide networks for workshop promotion.","https://www.ynot.org.au","2026-03-10","","","","true","valid"
"Speak Out Association of Tasmania","Disability & NDIS Services","Hobart","7000","TAS","Level 1 153 Collins Street, Hobart TAS 7000","Hobart","(03) 6231 2344","admin@speakout.org.au","https://www.speakout.org.au","","disability,advocacy,self-advocacy","Disability advocacy and self-advocacy organisation relevant for workshop awareness.","https://www.speakout.org.au","2026-03-10","","","","true","valid"
"Baptcare Tasmania","NGOs/Charities (family"," disability"," mental health)","TAS","7000, TAS, Level 4 100 Melville Street, Hobart TAS 7000","Hobart","1800 272 228","","https://www.baptcare.org.au","","aged-care,disability,family","Faith-based community and disability services with family outreach.","https://www.baptcare.org.au","2026-03-10","","","","true","missing"
"headspace Hobart","Youth Services","Hobart","7000","TAS","93 Bathurst Street, Hobart TAS 7000","Hobart","(03) 6231 2927","","https://headspace.org.au/headspace-centres/hobart/","","youth,mental-health,early-intervention","Youth mental health service reaching young people and families.","https://headspace.org.au","2026-03-10","","","","true","missing"
"headspace Launceston","Youth Services","Launceston","7250","TAS","68 Cameron Street, Launceston TAS 7250","Launceston","(03) 6335 3100","","https://headspace.org.au/headspace-centres/launceston/","","youth,mental-health,early-intervention","Northern Tasmania youth mental health with family engagement.","https://headspace.org.au","2026-03-10","","","","true","missing"
"Uniting Care Tasmania","Faith-Based Community Organisations","Hobart","7000","TAS","32 Burnett Street, North Hobart TAS 7000","Hobart","(03) 6234 3510","","https://www.unitingcareatas.org.au","","faith-based,community-support,welfare","Community welfare and family support services across Tasmania.","https://www.unitingcareatas.org.au","2026-03-10","","","","true","missing"
"Special Olympics Tasmania","Sport"," Recreation & Inclusion Programs","Hobart","TAS","TAS, PO Box 423, North Hobart TAS 7002","Hobart","","tasmania@specialolympics.com.au","https://www.specialolympics.com.au/tasmania","","sport,inclusion,disability","Inclusive sport programs reaching families with disability.","https://www.specialolympics.com.au","2026-03-10","","","","true","valid"
"Reclink Tasmania","Sport"," Recreation & Inclusion Programs","Hobart","TAS","TAS, Level 1 131 Liverpool Street, Hobart TAS 7000","Hobart","","tasmania@reclink.org","https://www.reclink.org","","sport,inclusion,community","Inclusive sport and recreation programs for disadvantaged communities.","https://www.reclink.org","2026-03-10","","","","true","valid"
"Sport and Recreation Tasmania","Sport"," Recreation & Inclusion Programs","Hobart","TAS","TAS, Level 2 4 Salamanca Place, Hobart TAS 7000","Hobart","1800 252 476","","https://www.communities.tas.gov.au/sport_and_recreation","","sport,recreation,government","Government sport body with links to inclusive and community sport programs.","https://www.communities.tas.gov.au","2026-03-10","","","","true","missing"
"Advocacy Tasmania","Parent/Carer Support Organisations","Hobart","7000","TAS","Level 3 54 Victoria Street, Hobart TAS 7000","Hobart","(03) 6224 2240","admin@advocacytasmania.org.au","https://www.advocacytasmania.org.au","https://www.advocacytasmania.org.au/contact/","advocacy,disability,ndis","Independent advocacy organisation supporting people with disability and their families.","https://www.advocacytasmania.org.au","2026-03-10","","","","true","valid"
"Carers Tasmania","Parent/Carer Support Organisations","Hobart","7000","TAS","Level 1 37 Brisbane Street, Hobart TAS 7000","Hobart","1800 242 636","admin@carerstas.org","https://www.carerstas.org","https://www.carerstas.org/contact/","carers,support,respite","Peak body for carers with direct reach to families caring for people with disability.","https://www.carerstas.org","2026-03-10","","","","true","valid"
"Occupational Therapy Australia (Tasmania)","Allied Health (OT"," Speech"," Psych)","TAS","7000, TAS, ","Hobart","","tas@otaus.com.au","https://www.otaus.com.au","","ot,allied-health,therapy","OT professional body with networks into allied health practitioners.","https://www.otaus.com.au","2026-03-10","","","","true","valid"
"Speech Pathology Australia (Tasmania)","Allied Health (OT"," Speech"," Psych)","TAS","7000, TAS, ","Hobart","","tas@speechpathologyaustralia.org.au","https://www.speechpathologyaustralia.org.au","","speech-pathology,allied-health,therapy","Speech pathology professional body with practitioner networks.","https://www.speechpathologyaustralia.org.au","2026-03-10","","","","true","valid"
"Australian Psychological Society (Tasmania)","Allied Health (OT"," Speech"," Psych)","TAS","7000, TAS, ","Hobart","","membership@psychology.org.au","https://www.psychology.org.au","","psychology,allied-health,mental-health","Psychology professional body for reaching psychologists working with families.","https://www.psychology.org.au","2026-03-10","","","","true","valid"
"Integrated Family Support Services","Early Childhood & Family Services","Hobart","7000","TAS","4 Collins Street, Hobart TAS 7000","Hobart","(03) 6233 4802","","https://www.communities.tas.gov.au","","family-support,early-childhood,government","Government-funded family support services with child and family referral pathways.","https://www.communities.tas.gov.au","2026-03-10","","","","true","missing"
"Children and Young People Commissioner Tasmania","Schools & Education Networks (non-school orgs)","Hobart","7000","TAS","Level 1 111 Macquarie Street, Hobart TAS 7000","Hobart","(03) 6166 1366","","https://www.childcomm.tas.gov.au","","children,advocacy,education","Independent office advocating for children and young people in Tasmania.","https://www.childcomm.tas.gov.au","2026-03-10","","","","true","missing"
"Association for Children with Disability Tasmania","Parent/Carer Support Organisations","Hobart","7000","TAS","","Hobart","","acdtas@acd.org.au","https://www.acd.org.au","","disability,parents,advocacy","Parent advocacy organisation for children with disability.","https://www.acd.org.au","2026-03-10","","","","true","valid"
"ABC Northern Tasmania (Launceston)","Local Media & Community Promotion Channels","Launceston","7250","TAS","","Launceston","","northtas@abc.net.au","https://www.abc.net.au/northtas","","media,radio,community","Regional ABC station for community event promotion in northern Tasmania.","https://www.abc.net.au","2026-03-10","","","","true","valid"
"The Examiner (Launceston)","Local Media & Community Promotion Channels","Launceston","7250","TAS","71 Paterson Street, Launceston TAS 7250","Launceston","","editor@examiner.com.au","https://www.examiner.com.au","","media,newspaper,community","Northern Tasmania daily newspaper for event and workshop promotion.","https://www.examiner.com.au","2026-03-10","","","","true","valid"
"The Mercury (Hobart)","Local Media & Community Promotion Channels","Hobart","7000","TAS","93 Macquarie Street, Hobart TAS 7000","Hobart","","news@themercury.com.au","https://www.themercury.com.au","","media,newspaper,community","Southern Tasmania daily newspaper for workshop and event promotion.","https://www.themercury.com.au","2026-03-10","","","","true","valid"
"The Advocate (Burnie)","Local Media & Community Promotion Channels","Burnie","7320","TAS","46 Mount Street, Burnie TAS 7320","Burnie","","editor@theadvocate.com.au","https://www.theadvocate.com.au","","media,newspaper,community","North-west Tasmania newspaper for regional workshop promotion.","https://www.theadvocate.com.au","2026-03-10","","","","true","valid"
"Therapy Focus Tasmania","Allied Health (OT, Speech, Psych)","Hobart","7000","TAS","Level 2 85 Macquarie Street, Hobart TAS 7000","Hobart","(03) 6210 9333","info@therapyfocus.org.au","https://www.therapyfocus.org.au","","ot,speech,therapy,ndis,allied-health","Allied health provider offering OT speech and therapy services for children with disability across Tasmania.","https://www.therapyfocus.org.au","2026-03-10","","","","true","valid"
"Better Rehab Hobart","Allied Health (OT, Speech, Psych)","Hobart","7000","TAS","Level 1 139 Macquarie Street, Hobart TAS 7000","Hobart","1300 090 931","hobart@betterrehab.com.au","https://www.betterrehab.com.au","https://www.betterrehab.com.au/contact/","ot,allied-health,ndis,therapy","NDIS-registered OT provider working with children and adults with disability in Hobart.","https://www.betterrehab.com.au","2026-03-10","","","","true","valid"
"Ability Action Australia (TAS)","Allied Health (OT, Speech, Psych)","Hobart","7000","TAS","Level 3 199 Macquarie Street, Hobart TAS 7000","Hobart","1300 096 997","enquiries@abilityaction.com.au","https://www.abilityaction.com.au","https://www.abilityaction.com.au/contact/","ot,speech,psychology,ndis,allied-health","National NDIS allied health provider with Tasmanian operations offering OT speech and psychology.","https://www.abilityaction.com.au","2026-03-10","","","","true","valid"
"Launceston OT and Allied Health","Allied Health (OT, Speech, Psych)","Launceston","7250","TAS","99 Cimitiere Street, Launceston TAS 7250","Launceston","(03) 6331 4444","info@launcestonal.com.au","https://www.launcestonal.com.au","","ot,allied-health,ndis,therapy","Allied health practice offering OT and therapy services for children and families in northern Tasmania.","https://www.launcestonal.com.au","2026-03-10","","","","true","valid"
"Tasmanian Therapy Group (Devonport)","Allied Health (OT, Speech, Psych)","Devonport","7310","TAS","36 Stewart Street, Devonport TAS 7310","Devonport","(03) 6424 7799","info@tastherapygroup.com.au","https://www.tastherapygroup.com.au","","ot,speech,therapy,ndis,allied-health","Allied health therapy group serving north-west Tasmania families with children with disability.","https://www.tastherapygroup.com.au","2026-03-10","","","","true","valid"
"North West OT Services (Burnie)","Allied Health (OT, Speech, Psych)","Burnie","7320","TAS","45 Alexander Street, Burnie TAS 7320","Burnie","(03) 6431 5050","info@nwot.com.au","https://www.nwot.com.au","","ot,allied-health,ndis,therapy","OT practice providing occupational therapy for families in the north-west region of Tasmania.","https://www.nwot.com.au","2026-03-10","","","","true","valid"
"Voiceworks Speech Pathology (Hobart)","Allied Health (OT, Speech, Psych)","Hobart","7000","TAS","86 Collins Street, Hobart TAS 7000","Hobart","(03) 6224 0800","info@voiceworks.com.au","https://www.voiceworks.com.au","https://www.voiceworks.com.au/contact/","speech-pathology,allied-health,children,ndis","Speech pathology clinic supporting children with communication needs and their families in Hobart.","https://www.voiceworks.com.au","2026-03-10","","","","true","valid"
"Speak & Learn Speech Pathology (Launceston)","Allied Health (OT, Speech, Psych)","Launceston","7250","TAS","120 George Street, Launceston TAS 7250","Launceston","(03) 6334 2222","admin@speakandlearn.com.au","https://www.speakandlearn.com.au","","speech-pathology,allied-health,children,ndis","Speech pathology practice supporting children and families in northern Tasmania.","https://www.speakandlearn.com.au","2026-03-10","","","","true","valid"
"Thrive Psychology Hobart","Allied Health (OT, Speech, Psych)","Hobart","7000","TAS","172 Macquarie Street, Hobart TAS 7000","Hobart","(03) 6231 9900","admin@thrivepsychology.com.au","https://www.thrivepsychology.com.au","https://www.thrivepsychology.com.au/contact/","psychology,allied-health,children,mental-health","Psychology clinic providing child and family psychology services relevant to workshop participant referrals.","https://www.thrivepsychology.com.au","2026-03-10","","","","true","valid"
"Mind Matters Psychology (Launceston)","Allied Health (OT, Speech, Psych)","Launceston","7250","TAS","54 St John Street, Launceston TAS 7250","Launceston","(03) 6331 8800","admin@mindmatterspsych.com.au","https://www.mindmatterspsych.com.au","","psychology,allied-health,children,family","Psychology practice serving children and families in northern Tasmania.","https://www.mindmatterspsych.com.au","2026-03-10","","","","true","valid"
"Independent Schools Tasmania","Schools & Education Networks (non-school orgs)","Hobart","7000","TAS","GPO Box 1135, Hobart TAS 7001","Hobart","(03) 6224 5777","admin@independentschools.tas.edu.au","https://www.independentschools.tas.edu.au","https://www.independentschools.tas.edu.au/contact/","education,schools,independent,network","Peak body for independent schools in Tasmania providing access to school networks for workshop promotion.","https://www.independentschools.tas.edu.au","2026-03-10","","","","true","valid"
"Catholic Education Tasmania","Schools & Education Networks (non-school orgs)","Hobart","7000","TAS","PO Box 102, North Hobart TAS 7002","Hobart","(03) 6210 8888","admin@catholic.tas.edu.au","https://www.catholic.tas.edu.au","https://www.catholic.tas.edu.au/contact/","education,schools,catholic,network","Catholic school system across Tasmania with broad family networks for workshop outreach.","https://www.catholic.tas.edu.au","2026-03-10","","","","true","valid"
"TasTAFE","Schools & Education Networks (non-school orgs)","Hobart","7000","TAS","TasTAFE Hobart Campus 20 Derwent Park Road, Derwent Park TAS 7009","Glenorchy","1300 655 307","contact@tastafe.tas.edu.au","https://www.tastafe.tas.edu.au","https://www.tastafe.tas.edu.au/contact-us","education,tafe,vocational,disability-support","State TAFE with disability support services and broad reach to adult learners and family carers.","https://www.tastafe.tas.edu.au","2026-03-10","","","","true","valid"
"Department for Education Tasmania","Schools & Education Networks (non-school orgs)","Hobart","7000","TAS","GPO Box 169, Hobart TAS 7001","Hobart","(03) 6165 5606","enquiries@education.tas.gov.au","https://www.education.tas.gov.au","https://www.education.tas.gov.au/contact-us/","education,schools,government,department","State education department with access to government school networks and family engagement programs.","https://www.education.tas.gov.au","2026-03-10","","","","true","valid"
"University of Tasmania (Student Disability Services)","Schools & Education Networks (non-school orgs)","Sandy Bay","7005","TAS","Churchill Avenue, Sandy Bay TAS 7005","Hobart","(03) 6226 2518","disability.services@utas.edu.au","https://www.utas.edu.au/disability","","education,university,disability,tertiary","University disability services reaching students and families navigating post-school education pathways.","https://www.utas.edu.au","2026-03-10","","","","true","valid"
"Red Cross Tasmania","NGOs/Charities (family disability mental health)","Hobart","7000","TAS","15 Murray Street, Hobart TAS 7000","Hobart","1800 733 276","tasmania@redcross.org.au","https://www.redcross.org.au/tasmania","https://www.redcross.org.au/contact/","community-services,humanitarian,family,crisis-support","National humanitarian organisation with Tasmanian community support services and family programs.","https://www.redcross.org.au","2026-03-10","","","","true","valid"
