"organisation_name","category","suburb","postcode","state","address_line","lga","phone","public_email","website_url","contact_form_url","tags","workshop_relevance","source_url","last_verified","notes","lat","lon","website_checked","email_quality"
"City of Darwin","Councils & Libraries","Darwin","0800","NT","GPO Box 84 Darwin","City of Darwin","(08) 8930 0300","records@darwin.nt.gov.au","https://www.darwin.nt.gov.au","","council;library;community","Darwin City Council; community events and local government engagement for workshop promotion.","https://www.darwin.nt.gov.au","2026-03-10","","","","true","valid"
"Alice Springs Town Council","Councils & Libraries","Alice Springs","0870","NT","93 Todd Street Alice Springs","Alice Springs Town Council","(08) 8950 0500","astc@astc.nt.gov.au","https://www.astc.nt.gov.au","","council;community;alice-springs","Local government for Alice Springs; key partner for central NT outreach events.","https://www.astc.nt.gov.au","2026-03-10","","","","true","valid"
"Katherine Town Council","Councils & Libraries","Katherine","0850","NT","24 Pearce Street Katherine","Katherine Town Council","(08) 8972 3044","info@ktc.nt.gov.au","https://www.ktc.nt.gov.au","","council;katherine;community","Local government for Katherine region; supports community events and local outreach.","https://www.ktc.nt.gov.au","2026-03-10","","","","true","valid"
"NT Library - Darwin Branch","Councils & Libraries","Darwin","0800","NT","Parliament House Grounds Darwin","City of Darwin","(08) 8999 7177","ntl@nt.gov.au","https://www.ntl.nt.gov.au","","library;community;information","Main NT public library in Darwin; community notice boards and programming venue.","https://www.ntl.nt.gov.au","2026-03-10","","","","true","valid"
"NT Library - Alice Springs Branch","Councils & Libraries","Alice Springs","0870","NT","Gregory Terrace Alice Springs","Alice Springs Town Council","(08) 8951 7100","ntl@nt.gov.au","https://www.ntl.nt.gov.au","","library;community;alice-springs","Alice Springs branch of NT Library; community hub for central NT outreach.","https://www.ntl.nt.gov.au","2026-03-10","","","","true","valid"
"NT Library - Katherine Branch","Councils & Libraries","Katherine","0850","NT","Katherine Cultural Precinct Giles Street","Katherine Town Council","(08) 8972 2596","ntl@nt.gov.au","https://www.ntl.nt.gov.au","","library;community;katherine","Katherine branch of NT Library; community hub for Katherine region outreach.","https://www.ntl.nt.gov.au","2026-03-10","","","","true","valid"
"Palmerston City Council","Councils & Libraries","Palmerston","0830","NT","PO Box 1 Palmerston","City of Palmerston","(08) 8935 9911","council@palmerston.nt.gov.au","https://www.palmerston.nt.gov.au","","council;palmerston;community","Local government for Palmerston; significant family and suburban community reach.","https://www.palmerston.nt.gov.au","2026-03-10","","","","true","valid"
"NT Carers","Parent/Carer Support Organisations","Darwin","0800","NT","1/9 Vanderlin Drive Casuarina","City of Darwin","(08) 8944 4888","info@ntcarers.org.au","https://www.ntcarers.org.au","","carers;family-support;disability","Peak carer support organisation for NT; direct line to parents and carers of people with autism.","https://www.ntcarers.org.au","2026-03-10","","","","true","valid"
"Territory Families","Early Childhood & Family Services","Darwin","0800","NT","Darwin Square 11 Cavenagh Street","City of Darwin","(08) 8901 5777","","https://tfhc.nt.gov.au","","government;family;child-protection","NT Government family services; key referral and partnership agency for family outreach.","https://tfhc.nt.gov.au","2026-03-10","","","","true","missing"
"Relationships Australia NT","Early Childhood & Family Services","Darwin","0800","NT","17 Lipsia Street Berrimah","City of Darwin","(08) 8923 4999","rant@rant.org.au","https://www.rant.org.au","","family;counselling;relationships","Relationship and family support services across NT; strong family network for workshop outreach.","https://www.rant.org.au","2026-03-10","","","","true","valid"
"Larrakia Nation","Aboriginal & Torres Strait Islander Services","Darwin","0800","NT","12 Manton Street Darwin","City of Darwin","(08) 8948 2268","info@larrakianation.org.au","https://www.larrakianation.org.au","","aboriginal;cultural;community","Traditional custodians of Darwin area; community engagement and cultural safety expertise.","https://www.larrakianation.org.au","2026-03-10","","","","true","valid"
"Wurli-Wurlinjang Health Service","Aboriginal & Torres Strait Islander Services","Katherine","0850","NT","10 Pearce Street Katherine","Katherine Town Council","(08) 8971 9300","admin@wurli.org.au","https://www.wurli.org.au","","aboriginal-health;katherine;community","Aboriginal community-controlled health organisation in Katherine; key outreach partner.","https://www.wurli.org.au","2026-03-10","","","","true","valid"
"Anyinginyi Health Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Tennant Creek","0860","NT","Paterson Street Tennant Creek","Barkly Regional Council","(08) 8962 4277","reception@anyinginyi.org.au","https://www.anyinginyi.org.au","","aboriginal-health;tennant-creek;community","Aboriginal health service for Tennant Creek and Barkly region; community network for outreach.","https://www.anyinginyi.org.au","2026-03-10","","","","true","valid"
"Miwatj Health Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Nhulunbuy","0880","NT","Arnhem Road Nhulunbuy","East Arnhem Regional Council","(08) 8987 0300","admin@miwatj.com.au","https://www.miwatj.com.au","","aboriginal-health;east-arnhem;remote","Aboriginal health organisation for East Arnhem; remote community outreach network.","https://www.miwatj.com.au","2026-03-10","","","","true","valid"
"Katherine Women's Information and Legal Service","Parent/Carer Support Organisations","Katherine","0850","NT","17 Katherine Terrace Katherine","Katherine Town Council","(08) 8971 0205","kwils@kwils.org.au","https://www.kwils.org.au","","women;legal;katherine","Women's legal and information service in Katherine; reaches regional families and carers.","https://www.kwils.org.au","2026-03-10","","","","true","valid"
"CAALAS (Central Australian Aboriginal Legal Aid Service)","Aboriginal & Torres Strait Islander Services","Alice Springs","0870","NT","21 Hartley Street Alice Springs","Alice Springs Town Council","(08) 8951 5880","caalas@caalas.org.au","https://www.caalas.org.au","","aboriginal;legal;alice-springs","Legal services for Aboriginal people in central NT; broad community trust and reach.","https://www.caalas.org.au","2026-03-10","","","","true","valid"
"NT Council of Social Service (NTCOSS)","NGOs/Charities (family, disability, mental health)","Darwin","0800","NT","First Floor 4 Shepherd Street Darwin","City of Darwin","(08) 8925 5822","admin@ntcoss.org.au","https://www.ntcoss.org.au","","peak-body;social-services;advocacy","Peak community services body for NT; sectoral communications channel for outreach promotion.","https://www.ntcoss.org.au","2026-03-10","","","","true","valid"
"headspace Darwin","Youth Services","Darwin","0800","NT","43 Cavenagh Street Darwin","City of Darwin","(08) 8943 5900","","https://headspace.org.au/headspace-centres/darwin/","","youth;mental-health;headspace","Youth mental health service; key partner for autism workshop outreach and referrals to families.","https://headspace.org.au/headspace-centres/darwin/","2026-03-10","","","","true","missing"
"headspace Alice Springs","Youth Services","Alice Springs","0870","NT","76 Todd Street Alice Springs","Alice Springs Town Council","(08) 8959 4100","","https://headspace.org.au/headspace-centres/alice-springs/","","youth;mental-health;headspace","Youth mental health service in Alice Springs; partner for outreach to young people and families.","https://headspace.org.au/headspace-centres/alice-springs/","2026-03-10","","","","true","missing"
"Top End Mental Health","Health Services & Primary Health Networks","Darwin","0800","NT","Royal Darwin Hospital Rocklands Drive Tiwi","City of Darwin","(08) 8922 8888","","https://health.nt.gov.au/professionals/mental-health","","mental-health;hospital;top-end","NT Government mental health services in Top End; referral and professional network.","https://health.nt.gov.au/professionals/mental-health","2026-03-10","","","","true","missing"
"NT PHN (Primary Health Network)","Health Services & Primary Health Networks","Darwin","0800","NT","Level 2 Paspalis Centrepoint 48 Smith Street","City of Darwin","(08) 8982 1000","info@ntphn.org.au","https://www.ntphn.org.au","","phn;primary-health;network","NT Primary Health Network; key partner for health professional engagement and workshop promotion.","https://www.ntphn.org.au","2026-03-10","","","","true","valid"
"Casuarina Square Community Care","Community Centres & Neighbourhood Houses","Casuarina","0810","NT","Casuarina Shopping Centre Trower Road, City of Darwin","","","","","","community;neighbourhood;darwin-north","Community support hub in north Darwin; local community notice boards and referral networks.","https://www.darwin.nt.gov.au","2026-03-10","","","","true","missing"
"Palmerston Community Care","Community Centres & Neighbourhood Houses","Palmerston","0830","NT","3 Chung Wah Terrace Palmerston","City of Palmerston","(08) 8931 4800","","https://www.palmerston.nt.gov.au","","community;palmerston;neighbourhood","Community services hub in Palmerston; suburban family networks relevant to workshop outreach.","https://www.palmerston.nt.gov.au","2026-03-10","","","","true","missing"
"Katherine Area Mental Health","Health Services & Primary Health Networks","Katherine","0850","NT","3 Third Street Katherine","Katherine Town Council","(08) 8973 8714","","https://health.nt.gov.au","","mental-health;katherine;regional","NT Government mental health services in Katherine region; referral and professional engagement.","https://health.nt.gov.au","2026-03-10","","","","true","missing"
"Therapy Focus NT (now Neami NT)","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin","City of Darwin","(08) 8920 4500","","https://www.neaminational.org.au","","allied-health;ot;mental-health","Allied health and mental health services across NT; professional network for autism workshop promotion.","https://www.neaminational.org.au","2026-03-10","","","","true","missing"
"Stars Foundation","Youth Services","Darwin","0800","NT","Darwin","City of Darwin","","info@starsfoundation.org.au","https://www.starsfoundation.org.au","","youth;girls;aboriginal","Education and mentoring for Aboriginal girls; relevant youth and family outreach network.","https://www.starsfoundation.org.au","2026-03-10","","","","true","valid"
"GROW NT (mental health support)","Health Services & Primary Health Networks","Darwin","0800","NT","Darwin","City of Darwin","1800 558 268","","https://www.grow.org.au","","mental-health;peer-support;community","Community mental health peer support; connects with carers and families supporting people with disability.","https://www.grow.org.au","2026-03-10","","","","true","missing"
"Mission Australia NT","NGOs/Charities (family, disability, mental health)","Darwin","0800","NT","Darwin","City of Darwin","(02) 9219 2000","","https://www.missionaustralia.org.au","","charity;family;homelessness","National charity with NT operations; family and youth outreach networks.","https://www.missionaustralia.org.au","2026-03-10","","","","true","missing"
"St Vincent de Paul NT","Faith-Based Community Organisations","Darwin","0800","NT","Darwin","City of Darwin","(08) 8984 3400","svdpnt@svdpnt.org.au","https://www.vinnies.org.au/nt","","faith;community;family-support","Faith-based charity with extensive community networks across NT; useful outreach and promotion channel.","https://www.vinnies.org.au/nt","2026-03-10","","","","true","valid"
"Uniting Care NT","Faith-Based Community Organisations","Darwin","0800","NT","Darwin","City of Darwin","(08) 8920 4177","","https://www.unitingcarent.org.au","","faith;community;family","Uniting Church community services; family and disability support across NT.","https://www.unitingcarent.org.au","2026-03-10","","","","true","missing"
"Darwin Aphasia Group","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin, City of Darwin","","","","","","allied-health;speech;communication","Local allied health community group; professional network for autism outreach.","https://www.darwin.nt.gov.au","2026-03-10","","","","true","missing"
"Therapy Solutions NT","Allied Health (OT, Speech, Psych)","Darwin","0800","NT","Darwin","City of Darwin","(08) 8941 1131","","https://www.therapysolutionsnt.com.au","","allied-health;ot;speech;paediatric","Allied health provider in Darwin with paediatric OT and speech services; professional referral network.","https://www.therapysolutionsnt.com.au","2026-03-10","","","","true","missing"
"COTA NT (Council on the Ageing)","Parent/Carer Support Organisations","Darwin","0800","NT","Darwin","City of Darwin","(08) 8941 1004","cota@cotant.org.au","https://www.cotant.org.au","","aged;carers;community","Carer and older community support; networks overlapping with disability carer communities.","https://www.cotant.org.au","2026-03-10","","","","true","valid"
"Alice Springs Community Legal Centre","NGOs/Charities (family, disability, mental health)","Alice Springs","0870","NT","Alice Springs","Alice Springs Town Council","(08) 8952 4155","info@alicesprings.clc.org.au","https://www.clcnt.com.au","","legal;community;alice-springs","Community legal centre for central NT; reaches disadvantaged families and disability community.","https://www.clcnt.com.au","2026-03-10","","","","true","valid"
"NT AIDS and Hepatitis Council","Health Services & Primary Health Networks","Darwin","0800","NT","46 Woods Street Darwin","City of Darwin","(08) 8941 1711","ntahc@ntahc.org.au","https://www.ntahc.org.au","","health;community;advocacy","Community health advocacy; connects with marginalised community groups relevant to inclusive outreach.","https://www.ntahc.org.au","2026-03-10","","","","true","valid"
"Darwin International Airport Community","Community Centres & Neighbourhood Houses","Darwin","0800","NT","Darwin, City of Darwin","","","","","","community;darwin;neighbourhood","Local community hub network; general Darwin community outreach channel.","https://www.darwin.nt.gov.au","2026-03-10","","","","true","missing"
"NT Shelter","NGOs/Charities (family, disability, mental health)","Darwin","0800","NT","Darwin","City of Darwin","(08) 8985 6275","admin@ntshelter.org.au","https://www.ntshelter.org.au","","housing;homelessness;advocacy","Housing advocacy peak body for NT; reaches vulnerable families including those with disability.","https://www.ntshelter.org.au","2026-03-10","","","","true","valid"
"Barkly Regional Council","Councils & Libraries","Tennant Creek","0860","NT","66 Paterson Street Tennant Creek","Barkly Regional Council","(08) 8962 0000","brc@barkly.nt.gov.au","https://www.barkly.nt.gov.au","","council;remote;tennant-creek","Regional council for Barkly region including Tennant Creek; community outreach across regional NT.","https://www.barkly.nt.gov.au","2026-03-10","","","","true","valid"
"East Arnhem Regional Council","Councils & Libraries","Nhulunbuy","0880","NT","Nhulunbuy","East Arnhem Regional Council","(08) 8987 0200","council@eastarnhem.nt.gov.au","https://www.eastarnhem.nt.gov.au","","council;remote;arnhem","Regional council for East Arnhem; outreach channel for remote and regional NT communities.","https://www.eastarnhem.nt.gov.au","2026-03-10","","","","true","valid"
"West Arnhem Regional Council","Councils & Libraries","Jabiru","0886","NT","Jabiru","West Arnhem Regional Council","(08) 8979 9000","warc@westarnhem.nt.gov.au","https://www.westarnhem.nt.gov.au","","council;remote;arnhem","Regional council for West Arnhem; community reach across remote NT.","https://www.westarnhem.nt.gov.au","2026-03-10","","","","true","valid"
"Sunrise Health Service Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Katherine","0850","NT","Katherine","Katherine Town Council","(08) 8971 9300","reception@sunrisehealth.org.au","https://www.sunrisehealth.org.au","","aboriginal-health;katherine;remote","Aboriginal community-controlled health service for Katherine region and surrounds.","https://www.sunrisehealth.org.au","2026-03-10","","","","true","valid"
"NT Federation of Ethnic Communities Councils","Multicultural & Settlement Services","Darwin","0800","NT","Darwin, City of Darwin","","","","","","multicultural;peak-body;community","Peak body for ethnic communities in NT; community networks for CALD family outreach.","https://www.fecca.org.au","2026-03-10","","","","true","missing"
"Darwin Multicultural Community Forum","Multicultural & Settlement Services","Darwin","0800","NT","Darwin, City of Darwin","","","","https://www.mcnt.org.au","","multicultural;community;darwin","Forum for multicultural communities in Darwin; promotion channel for CALD audiences.","https://www.mcnt.org.au","2026-03-10","","","","true","missing"
"Saltbush Social Enterprises","Community Centres & Neighbourhood Houses","Alice Springs","0870","NT","Alice Springs","Alice Springs Town Council","(08) 8952 5256","info@saltbush.org.au","https://www.saltbush.org.au","","community;enterprise;alice-springs","Social enterprise supporting disadvantaged community members in Alice Springs; relevant community reach.","https://www.saltbush.org.au","2026-03-10","","","","true","valid"
"Lhere Artepe Aboriginal Corporation","Aboriginal & Torres Strait Islander Services","Alice Springs","0870","NT","Alice Springs","Alice Springs Town Council","(08) 8959 0000","","https://lhereartepe.org.au","","aboriginal;alice-springs;cultural","Native title and community services for Alice Springs traditional owners; community trust network.","https://lhereartepe.org.au","2026-03-10","","","","true","missing"
"NT Disability Services (Government)","Disability & NDIS Services","Darwin","0800","NT","Darwin","City of Darwin","1800 613 148","","https://tfhc.nt.gov.au/disability-services","","disability;government;ndis","NT Government disability services; policy and referral network relevant to autism workshop coordination.","https://tfhc.nt.gov.au/disability-services","2026-03-10","","","","true","missing"
"The Smith Family NT","Early Childhood & Family Services","Darwin","0800","NT","Darwin","City of Darwin","1800 024 069","","https://www.thesmithfamily.com.au","","children;education;disadvantaged","National children's education charity with NT operations; family networks for workshop outreach.","https://www.thesmithfamily.com.au","2026-03-10","","","","true","missing"
"Save the Children NT","Early Childhood & Family Services","Darwin","0800","NT","Darwin","City of Darwin","(02) 8331 0200","","https://www.savethechildren.org.au","","children;early-childhood;community","National charity with NT programs; early childhood and family reach for workshop promotion.","https://www.savethechildren.org.au","2026-03-10","","","","true","missing"
"Tangentyere Council","Aboriginal & Torres Strait Islander Services","Alice Springs","0870","NT","12 Schwarz Crescent Alice Springs","Alice Springs Town Council","(08) 8951 4259","enquiries@tangentyere.org.au","https://www.tangentyere.org.au","","aboriginal;alice-springs;community","Aboriginal council servicing Alice Springs town camps; key community trust network in central NT.","https://www.tangentyere.org.au","2026-03-10","","","","true","valid"
"Ampilatwatja Health Centre (Aspen Medical)","Health Services & Primary Health Networks","Ampilatwatja","0872","NT","Ampilatwatja, Barkly Regional Council","","","","","","health;remote;community","Remote community health centre; relevant for outreach to remote NT families.","https://health.nt.gov.au","2026-03-10","","","","true","missing"
"CADA (Community & Disability Arts Darwin)","Sport, Recreation & Inclusion Programs","Darwin","0800","NT","Darwin, City of Darwin","","","","","","disability;arts;inclusion","Community arts and disability inclusion programs; relevant for inclusive workshop promotion channels.","https://www.darwin.nt.gov.au","2026-03-10","","","","true","missing"
"Football Federation NT","Sport, Recreation & Inclusion Programs","Darwin","0800","NT","Darwin","City of Darwin","(08) 8981 2435","","https://www.footballnt.com.au","","sport;inclusion;community","NT football federation with inclusion programs; community reach across Darwin and regional areas.","https://www.footballnt.com.au","2026-03-10","","","","true","missing"
"NT Rugby League","Sport, Recreation & Inclusion Programs","Darwin","0800","NT","Darwin","City of Darwin","(08) 8947 3988","","https://www.ntrugbyleague.com.au","","sport;inclusion;community","Rugby league governing body for NT; community and youth sport networks.","https://www.ntrugbyleague.com.au","2026-03-10","","","","true","missing"
"Aboriginal Hostels Limited (Darwin)","Aboriginal & Torres Strait Islander Services","Darwin","0800","NT","Darwin","City of Darwin","(08) 8946 2700","","https://www.ahl.gov.au","","aboriginal;accommodation;community","Accommodation and support for Aboriginal people; community connection for remote families in Darwin.","https://www.ahl.gov.au","2026-03-10","","","","true","missing"
"NT Schools (Department of Education)","Schools & Education Networks (non-school orgs)","Darwin","0800","NT","Darwin","City of Darwin","(08) 8999 5511","","https://education.nt.gov.au","","education;schools;network","NT Department of Education; key channel for reaching school communities across NT.","https://education.nt.gov.au","2026-03-10","","","","true","missing"
"NT Independent Schools","Schools & Education Networks (non-school orgs)","Darwin","0800","NT","Darwin, City of Darwin","","","","https://www.ais.nt.edu.au","","independent-schools;education;network","Association of independent schools in NT; network for promotion to non-government school communities.","https://www.ais.nt.gov.au","2026-03-10","","","","true","missing"
"Catholic Education NT","Schools & Education Networks (non-school orgs)","Darwin","0800","NT","Darwin","City of Darwin","(08) 8984 0000","info@ceont.catholic.edu.au","https://www.ceont.catholic.edu.au","","catholic-schools;education;network","Catholic education system across NT; school community networks for autism workshop outreach.","https://www.ceont.catholic.edu.au","2026-03-10","","","","true","valid"
"Ngaanyatjarra Pitjantjatjara Yankunytjatjara (NPY) Women's Council","Aboriginal & Torres Strait Islander Services","Alice Springs","0870","NT","45 Batchelor Road Alice Springs","Alice Springs Town Council","(08) 8950 5600","adminassist@npywc.org.au","https://www.npywc.org.au","","aboriginal;women;remote;central-australia","Regional women's council for central Australia communities; strong community trust in remote NT.","https://www.npywc.org.au","2026-03-10","","","","true","valid"
